Mod:Item:MetaData, Localized Name
betterwithmods:sand_pile, Pile of Sand
betterwithmods:red_sand_pile, Pile of Red Sand
betterwithmods:wolf_chop, Wolf Chop
betterwithmods:cooked_wolf_chop, Cooked Wolf Chop
betterwithmods:kibble, Kibble
betterwithmods:apple_pie, Apple Pie
betterwithmods:manual, Book of Single
betterwithmods:mystery_meat, Mystery Meat
betterwithmods:cooked_mystery_meat, Cooked Mystery Meat
betterwithmods:bat_wing, Bat Wing
betterwithmods:cooked_bat_wing, Cooked Bat Wing
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
artisanworktables:worktable:0, Tailor's Worktable
artisanworktables:worktable:1, Carpenter's Worktable
artisanworktables:worktable:2, Mason's Worktable
artisanworktables:worktable:3, Blacksmith's Worktable
artisanworktables:worktable:4, Jeweler's Worktable
artisanworktables:worktable:5, Basic Worktable
artisanworktables:worktable:6, Engineer's Worktable
artisanworktables:worktable:7, Mage's Worktable
artisanworktables:worktable:8, Scribe's Worktable
artisanworktables:worktable:9, Chemist's Worktable
artisanworktables:blacksmiths_cutters_flint, Blacksmith's %s Cutters
artisanworktables:blacksmiths_cutters_stone, Blacksmith's %s Cutters
artisanworktables:blacksmiths_cutters_iron, Blacksmith's %s Cutters
artisanworktables:blacksmiths_cutters_gold, Blacksmith's %s Cutters
artisanworktables:blacksmiths_cutters_diamond, Blacksmith's %s Cutters
artisanworktables:blacksmiths_cutters_aluminum, Blacksmith's %s Cutters
artisanworktables:blacksmiths_cutters_bronze, Blacksmith's %s Cutters
artisanworktables:blacksmiths_cutters_constantan, Blacksmith's %s Cutters
artisanworktables:blacksmiths_cutters_copper, Blacksmith's %s Cutters
artisanworktables:blacksmiths_cutters_electrum, Blacksmith's %s Cutters
artisanworktables:blacksmiths_cutters_invar, Blacksmith's %s Cutters
artisanworktables:blacksmiths_cutters_lead, Blacksmith's %s Cutters
artisanworktables:blacksmiths_cutters_nickel, Blacksmith's %s Cutters
artisanworktables:blacksmiths_cutters_platinum, Blacksmith's %s Cutters
artisanworktables:blacksmiths_cutters_silver, Blacksmith's %s Cutters
artisanworktables:blacksmiths_cutters_steel, Blacksmith's %s Cutters
artisanworktables:blacksmiths_cutters_tin, Blacksmith's %s Cutters
artisanworktables:blacksmiths_hammer_flint, Blacksmith's %s Hammer
artisanworktables:blacksmiths_hammer_stone, Blacksmith's %s Hammer
artisanworktables:blacksmiths_hammer_iron, Blacksmith's %s Hammer
artisanworktables:blacksmiths_hammer_gold, Blacksmith's %s Hammer
artisanworktables:blacksmiths_hammer_diamond, Blacksmith's %s Hammer
artisanworktables:blacksmiths_hammer_aluminum, Blacksmith's %s Hammer
artisanworktables:blacksmiths_hammer_bronze, Blacksmith's %s Hammer
artisanworktables:blacksmiths_hammer_constantan, Blacksmith's %s Hammer
artisanworktables:blacksmiths_hammer_copper, Blacksmith's %s Hammer
artisanworktables:blacksmiths_hammer_electrum, Blacksmith's %s Hammer
artisanworktables:blacksmiths_hammer_invar, Blacksmith's %s Hammer
artisanworktables:blacksmiths_hammer_lead, Blacksmith's %s Hammer
artisanworktables:blacksmiths_hammer_nickel, Blacksmith's %s Hammer
artisanworktables:blacksmiths_hammer_platinum, Blacksmith's %s Hammer
artisanworktables:blacksmiths_hammer_silver, Blacksmith's %s Hammer
artisanworktables:blacksmiths_hammer_steel, Blacksmith's %s Hammer
artisanworktables:blacksmiths_hammer_tin, Blacksmith's %s Hammer
artisanworktables:carpenters_hammer_flint, Carpenter's %s Hammer
artisanworktables:carpenters_hammer_stone, Carpenter's %s Hammer
artisanworktables:carpenters_hammer_iron, Carpenter's %s Hammer
artisanworktables:carpenters_hammer_gold, Carpenter's %s Hammer
artisanworktables:carpenters_hammer_diamond, Carpenter's %s Hammer
artisanworktables:carpenters_hammer_aluminum, Carpenter's %s Hammer
artisanworktables:carpenters_hammer_bronze, Carpenter's %s Hammer
artisanworktables:carpenters_hammer_constantan, Carpenter's %s Hammer
artisanworktables:carpenters_hammer_copper, Carpenter's %s Hammer
artisanworktables:carpenters_hammer_electrum, Carpenter's %s Hammer
artisanworktables:carpenters_hammer_invar, Carpenter's %s Hammer
artisanworktables:carpenters_hammer_lead, Carpenter's %s Hammer
artisanworktables:carpenters_hammer_nickel, Carpenter's %s Hammer
artisanworktables:carpenters_hammer_platinum, Carpenter's %s Hammer
artisanworktables:carpenters_hammer_silver, Carpenter's %s Hammer
artisanworktables:carpenters_hammer_steel, Carpenter's %s Hammer
artisanworktables:carpenters_hammer_tin, Carpenter's %s Hammer
artisanworktables:engineers_driver_flint, Engineer's %s Driver
artisanworktables:engineers_driver_stone, Engineer's %s Driver
artisanworktables:engineers_driver_iron, Engineer's %s Driver
artisanworktables:engineers_driver_gold, Engineer's %s Driver
artisanworktables:engineers_driver_diamond, Engineer's %s Driver
artisanworktables:engineers_driver_aluminum, Engineer's %s Driver
artisanworktables:engineers_driver_bronze, Engineer's %s Driver
artisanworktables:engineers_driver_constantan, Engineer's %s Driver
artisanworktables:engineers_driver_copper, Engineer's %s Driver
artisanworktables:engineers_driver_electrum, Engineer's %s Driver
artisanworktables:engineers_driver_invar, Engineer's %s Driver
artisanworktables:engineers_driver_lead, Engineer's %s Driver
artisanworktables:engineers_driver_nickel, Engineer's %s Driver
artisanworktables:engineers_driver_platinum, Engineer's %s Driver
artisanworktables:engineers_driver_silver, Engineer's %s Driver
artisanworktables:engineers_driver_steel, Engineer's %s Driver
artisanworktables:engineers_driver_tin, Engineer's %s Driver
artisanworktables:jewelers_gemcutter_flint, Jeweler's %s Gemcutter
artisanworktables:jewelers_gemcutter_stone, Jeweler's %s Gemcutter
artisanworktables:jewelers_gemcutter_iron, Jeweler's %s Gemcutter
artisanworktables:jewelers_gemcutter_gold, Jeweler's %s Gemcutter
artisanworktables:jewelers_gemcutter_diamond, Jeweler's %s Gemcutter
artisanworktables:jewelers_gemcutter_aluminum, Jeweler's %s Gemcutter
artisanworktables:jewelers_gemcutter_bronze, Jeweler's %s Gemcutter
artisanworktables:jewelers_gemcutter_constantan, Jeweler's %s Gemcutter
artisanworktables:jewelers_gemcutter_copper, Jeweler's %s Gemcutter
artisanworktables:jewelers_gemcutter_electrum, Jeweler's %s Gemcutter
artisanworktables:jewelers_gemcutter_invar, Jeweler's %s Gemcutter
artisanworktables:jewelers_gemcutter_lead, Jeweler's %s Gemcutter
artisanworktables:jewelers_gemcutter_nickel, Jeweler's %s Gemcutter
artisanworktables:jewelers_gemcutter_platinum, Jeweler's %s Gemcutter
artisanworktables:jewelers_gemcutter_silver, Jeweler's %s Gemcutter
artisanworktables:jewelers_gemcutter_steel, Jeweler's %s Gemcutter
artisanworktables:jewelers_gemcutter_tin, Jeweler's %s Gemcutter
artisanworktables:masons_chisel_flint, Mason's %s Chisel
artisanworktables:masons_chisel_stone, Mason's %s Chisel
artisanworktables:masons_chisel_iron, Mason's %s Chisel
artisanworktables:masons_chisel_gold, Mason's %s Chisel
artisanworktables:masons_chisel_diamond, Mason's %s Chisel
artisanworktables:masons_chisel_aluminum, Mason's %s Chisel
artisanworktables:masons_chisel_bronze, Mason's %s Chisel
artisanworktables:masons_chisel_constantan, Mason's %s Chisel
artisanworktables:masons_chisel_copper, Mason's %s Chisel
artisanworktables:masons_chisel_electrum, Mason's %s Chisel
artisanworktables:masons_chisel_invar, Mason's %s Chisel
artisanworktables:masons_chisel_lead, Mason's %s Chisel
artisanworktables:masons_chisel_nickel, Mason's %s Chisel
artisanworktables:masons_chisel_platinum, Mason's %s Chisel
artisanworktables:masons_chisel_silver, Mason's %s Chisel
artisanworktables:masons_chisel_steel, Mason's %s Chisel
artisanworktables:masons_chisel_tin, Mason's %s Chisel
artisanworktables:toolbox, Toolbox
artisanworktables:mechanical_toolbox, Mechanical Toolbox
baubles:ring:0, Miner's Ring
earthworks:daub_cob_arrow0, Timber Framed Wattle and Daub
earthworks:daub_cob_arrow1, Timber Framed Wattle and Daub
earthworks:daub_cob_arrow2, Timber Framed Wattle and Daub
earthworks:daub_cob_arrow3, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor0, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor1, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor2, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor3, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor4, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor5, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor6, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor7, Timber Framed Wattle and Daub
earthworks:daub_cob_bottom_l, Timber Framed Wattle and Daub
earthworks:daub_cob_bottom, Timber Framed Wattle and Daub
earthworks:daub_cob_bottom_r, Timber Framed Wattle and Daub
earthworks:daub_cob_left, Timber Framed Wattle and Daub
earthworks:daub_cob_parallel_hor, Timber Framed Wattle and Daub
earthworks:daub_cob_parallel_vert, Timber Framed Wattle and Daub
earthworks:daub_cob_right, Timber Framed Wattle and Daub
earthworks:daub_cob_slash_back, Timber Framed Wattle and Daub
earthworks:daub_cob_slash, Timber Framed Wattle and Daub
earthworks:daub_cob_square, Timber Framed Wattle and Daub
earthworks:daub_cob_square_x, Timber Framed Wattle and Daub
earthworks:daub_cob_top_l, Timber Framed Wattle and Daub
earthworks:daub_cob_top, Timber Framed Wattle and Daub
earthworks:daub_cob_top_r, Timber Framed Wattle and Daub
earthworks:daub_cob_triangle0, Timber Framed Wattle and Daub
earthworks:daub_cob_triangle1, Timber Framed Wattle and Daub
earthworks:daub_cob_triangle2, Timber Framed Wattle and Daub
earthworks:daub_cob_triangle3, Timber Framed Wattle and Daub
earthworks:daub_cob_xbottom, Timber Framed Wattle and Daub
earthworks:daub_cob_xdoor0, Timber Framed Wattle and Daub
earthworks:daub_cob_xdoor1, Timber Framed Wattle and Daub
earthworks:daub_cob_xdoor2, Timber Framed Wattle and Daub
earthworks:daub_cob_xdoor3, Timber Framed Wattle and Daub
earthworks:daub_cob_xleft, Timber Framed Wattle and Daub
earthworks:daub_cob_x, Timber Framed Wattle and Daub
earthworks:daub_cob_xright, Timber Framed Wattle and Daub
earthworks:daub_cob_xtop, Timber Framed Wattle and Daub
earthworks:plaster_arrow0, Timber Framed Lath and Plaster
earthworks:plaster_arrow1, Timber Framed Lath and Plaster
earthworks:plaster_arrow2, Timber Framed Lath and Plaster
earthworks:plaster_arrow3, Timber Framed Lath and Plaster
earthworks:plaster_barndoor0, Timber Framed Lath and Plaster
earthworks:plaster_barndoor1, Timber Framed Lath and Plaster
earthworks:plaster_barndoor2, Timber Framed Lath and Plaster
earthworks:plaster_barndoor3, Timber Framed Lath and Plaster
earthworks:plaster_barndoor4, Timber Framed Lath and Plaster
earthworks:plaster_barndoor5, Timber Framed Lath and Plaster
earthworks:plaster_barndoor6, Timber Framed Lath and Plaster
earthworks:plaster_barndoor7, Timber Framed Lath and Plaster
earthworks:plaster_bottom_l, Timber Framed Lath and Plaster
earthworks:plaster_bottom, Timber Framed Lath and Plaster
earthworks:plaster_bottom_r, Timber Framed Lath and Plaster
earthworks:plaster_left, Timber Framed Lath and Plaster
earthworks:plaster_parallel_hor, Timber Framed Lath and Plaster
earthworks:plaster_parallel_vert, Timber Framed Lath and Plaster
earthworks:plaster_right, Timber Framed Lath and Plaster
earthworks:plaster_slash_back, Timber Framed Lath and Plaster
earthworks:plaster_slash, Timber Framed Lath and Plaster
earthworks:plaster_square, Timber Framed Lath and Plaster
earthworks:plaster_square_x, Timber Framed Lath and Plaster
earthworks:plaster_top_l, Timber Framed Lath and Plaster
earthworks:plaster_top, Timber Framed Lath and Plaster
earthworks:plaster_top_r, Timber Framed Lath and Plaster
earthworks:plaster_triangle0, Timber Framed Lath and Plaster
earthworks:plaster_triangle1, Timber Framed Lath and Plaster
earthworks:plaster_triangle2, Timber Framed Lath and Plaster
earthworks:plaster_triangle3, Timber Framed Lath and Plaster
earthworks:plaster_xbottom, Timber Framed Lath and Plaster
earthworks:plaster_xdoor0, Timber Framed Lath and Plaster
earthworks:plaster_xdoor1, Timber Framed Lath and Plaster
earthworks:plaster_xdoor2, Timber Framed Lath and Plaster
earthworks:plaster_xdoor3, Timber Framed Lath and Plaster
earthworks:plaster_xleft, Timber Framed Lath and Plaster
earthworks:plaster_x, Timber Framed Lath and Plaster
earthworks:plaster_xright, Timber Framed Lath and Plaster
earthworks:plaster_xtop, Timber Framed Lath and Plaster
earthworks:block_adobe, Adobe
earthworks:block_chalk, Chalk
earthworks:block_cinder, Cinder Blocks
earthworks:block_cob, Cob
earthworks:block_concrete, Concrete
earthworks:block_cordwood, Cordwood
earthworks:block_dry_stone, Dry Fitted Stone
earthworks:block_gabion_gravel, Gravel Gabion
earthworks:block_gabion_sand, Sand Gabion
earthworks:block_gabion_dirt, Dirt Gabion
earthworks:block_mud, Mud
earthworks:block_planks_vert:0, Vertical Oak Wood Planks
earthworks:block_planks_vert:1, Vertical Spruce Wood Planks
earthworks:block_planks_vert:2, Vertical Birch Wood Planks
earthworks:block_planks_vert:3, Vertical Jungle Wood Planks
earthworks:block_planks_vert:4, Vertical Acacia Wood Planks
earthworks:block_planks_vert:5, Vertical Dark Oak Wood Planks
earthworks:block_plaster, Lath and Plaster
earthworks:block_rammed_earth, Rammed Earth
earthworks:block_slate, Blue Slate
earthworks:block_slate_green, Green Slate
earthworks:block_slate_purple, Purple Slate
earthworks:block_slate_slab, Polished Blue Slate
earthworks:block_slate_slab_green, Polished Green Slate
earthworks:block_slate_slab_purple, Polished Purple Slate
earthworks:block_slate_shingle, Blue Slate Shingles
earthworks:block_slate_shingle_verte, Green Slate Shingles
earthworks:block_slate_shingle_purple, Purple Slate Shingles
earthworks:block_slate_tile, Blue Slate Tiles
earthworks:block_slate_tile_verte, Green Slate Tiles
earthworks:block_slate_tile_purple, Purple Slate Tiles
earthworks:block_timber, Oak Timber
earthworks:block_timber_birch, Birch Timber
earthworks:block_timber_spruce, Spruce Timber
earthworks:block_timber_jungle, Jungle Timber
earthworks:block_timber_acacia, Acacia Timber
earthworks:block_timber_dark_oak, Dark Oak Timber
earthworks:block_wattle, Wattle and Daub
earthworks:block_wicker, Wicker
earthworks:block_wood_shingle:0, Oak Wood Shakes
earthworks:block_wood_shingle:1, Spruce Wood Shakes
earthworks:block_wood_shingle:2, Birch Wood Shakes
earthworks:block_wood_shingle:3, Jungle Wood Shakes
earthworks:block_wood_shingle:4, Acacia Wood Shakes
earthworks:block_wood_shingle:5, Dark Oak Wood Shakes
earthworks:fence_planks_vert_oak, Vertical Oak Fence
earthworks:fence_planks_vert_spruce, Vertical Spruce Fence
earthworks:fence_planks_vert_birch, Vertical Birch Fence
earthworks:fence_planks_vert_jungle, Vertical Jungle Fence
earthworks:fence_planks_vert_acacia, Vertical Acacia Fence
earthworks:fence_planks_vert_dark_oak, Vertical Dark Oak Fence
earthworks:itemslab_adobe, Adobe Slab
earthworks:itemslab_chalk, Chalk Slab
earthworks:itemslab_cinder, Cinder Block Slab
earthworks:itemslab_cob, Cob Slab
earthworks:itemslab_concrete, Concrete Slab
earthworks:itemslab_cordwood, Cordwood Slab
earthworks:itemslab_dry_stone, Dry Fitted Stone Slab
earthworks:itemslab_gabion_gravel, Gravel Gabion Slab
earthworks:itemslab_gabion_sand, Sand Gabion Slab
earthworks:itemslab_gabion_dirt, Dirt Gabion Slab
earthworks:itemslab_mud, Mud Slab
earthworks:itemslab_planks_vert_oak, Vertical Oak Wood Slab
earthworks:itemslab_planks_vert_spruce, Vertical Spruce Wood Slab
earthworks:itemslab_planks_vert_birch, Vertical Birch Wood Slab
earthworks:itemslab_planks_vert_jungle, Vertical Jungle Wood Slab
earthworks:itemslab_planks_vert_acacia, Vertical Acacia Wood Slab
earthworks:itemslab_planks_vert_dark_oak, Vertical Dark Oak Wood Slab
earthworks:itemslab_plaster, Lath and Plaster Slab
earthworks:itemslab_rammed_earth, Rammed Earth Slab
earthworks:itemslab_slate, Blue Slate Slab
earthworks:itemslab_slate_green, Green Slate Slab
earthworks:itemslab_slate_purple, Purple Slate Slab
earthworks:itemslab_slate_slab, Polished Blue Slate Slab
earthworks:itemslab_slate_slab_green, Polished Green Slate Slab
earthworks:itemslab_slate_slab_purple, Polished Purple Slate Slab
